length,depth,tautology,CPU time (sec),peak memory (bytes)
15,6,False,0.03125,20015
15,5,False,0.09375,43184
15,4,False,0.03125,28280
15,6,False,0.03125,23439
15,3,False,0.0,14587
15,5,True,0.03125,4725
15,5,False,0.109375,34452
15,4,False,0.046875,33527
15,6,False,0.09375,63270
15,6,False,0.09375,35046
15,8,False,0.046875,53647
15,4,True,0.015625,5811
15,5,True,0.09375,95893
15,5,False,0.03125,33966
15,7,False,0.078125,45315
15,5,False,0.046875,19787
15,4,True,0.09375,27671
15,6,False,0.03125,17320
15,4,False,0.0625,24069
15,6,False,0.328125,209759
15,5,False,0.0,8605
15,6,True,0.0625,21350
15,5,False,0.015625,12342
15,4,False,0.0625,39728
15,5,False,0.0625,21915
15,4,False,0.03125,5857
15,5,False,0.046875,19845
15,3,False,0.078125,26470
15,5,False,0.015625,10886
15,4,False,0.078125,27463
15,4,False,0.046875,22633
15,5,False,0.171875,38121
15,6,False,0.046875,8442
15,3,False,0.0625,28597
15,6,False,0.0625,39626
15,6,False,0.40625,136648
15,5,False,0.03125,17927
15,5,True,0.140625,41895
15,5,False,0.03125,19228
15,4,False,0.078125,50505
15,5,False,0.03125,24538
15,4,True,0.046875,7313
15,4,False,0.015625,23765
15,4,False,0.15625,64151
15,5,False,0.0625,43523
15,6,False,0.015625,18055
15,5,False,0.234375,24031
15,4,False,0.03125,12537
15,6,False,0.09375,40938
15,4,True,0.09375,34750
15,4,False,0.015625,16929
15,5,False,0.078125,30016
15,5,True,0.03125,11062
15,5,False,0.046875,45801
15,3,False,0.03125,23653
15,5,False,0.078125,23089
15,4,False,0.03125,46092
15,4,True,0.0,4268
15,5,False,0.015625,11243
15,5,False,0.046875,24765
15,5,False,0.21875,27485
15,4,True,0.1875,49648
15,4,False,0.046875,16973
15,4,False,0.078125,18668
15,3,False,0.078125,15294
15,3,False,0.0625,15970
15,4,False,0.0625,32576
15,7,False,13.65625,552166
15,4,False,0.0625,17973
15,5,False,0.078125,32233
15,4,False,0.046875,14808
15,5,False,0.0625,29249
15,4,False,0.015625,20957
15,5,False,0.078125,23864
15,4,False,0.046875,10705
15,3,True,0.015625,17078
15,3,False,0.0625,54606
15,5,False,0.046875,31314
15,5,False,0.109375,25762
15,6,True,0.0625,27965
15,4,False,0.046875,17906
15,4,False,0.015625,20750
15,4,False,0.015625,12021
15,5,False,0.03125,11848
15,6,False,0.0,16373
15,4,False,0.03125,30102
15,4,False,0.015625,25701
15,4,False,0.046875,20138
15,4,False,0.046875,21976
15,4,False,0.03125,20159
15,4,False,0.0625,35535
15,4,False,0.015625,17302
15,5,False,0.03125,22922
15,5,False,0.046875,21514
15,6,False,0.046875,33020
15,5,True,0.015625,20252
15,4,False,0.015625,15168
15,5,False,0.078125,35027
15,5,False,0.015625,16014
15,4,False,0.03125,28460
15,5,False,0.015625,27788
15,4,True,0.03125,5258
15,4,True,0.203125,45702
15,4,True,0.015625,17304
15,4,False,0.0625,13116
15,3,False,0.03125,12815
15,3,False,0.046875,23274
15,4,False,0.0625,41937
15,6,False,0.03125,23425
15,4,False,0.046875,17985
15,4,True,0.046875,23081
15,5,False,0.015625,13634
15,4,False,0.0,29943
15,7,False,0.296875,212050
15,6,False,0.0625,35797
15,6,False,0.03125,20647
15,4,False,0.0625,17998
15,6,False,0.75,83599
15,4,False,0.015625,43331
15,5,False,0.046875,29461
15,5,False,0.015625,9307
15,6,False,0.109375,81124
15,5,False,0.03125,35844
15,8,False,0.078125,62519
15,6,True,0.0625,24173
15,5,False,0.203125,48708
15,4,False,0.03125,19675
15,5,False,0.09375,15744
15,4,False,0.0625,27264
15,7,False,0.078125,21198
15,5,False,0.046875,26144
15,4,False,0.03125,12659
15,5,False,0.84375,68044
15,5,False,0.046875,24397
15,4,False,0.046875,25147
15,4,False,0.046875,30561
15,4,False,0.0625,33259
15,5,False,0.015625,19552
15,7,False,0.421875,298871
15,7,True,0.296875,37555
15,6,False,0.03125,14601
15,8,True,0.09375,8505
15,5,False,0.03125,22552
15,7,False,5.4375,557760
15,6,False,0.140625,69124
15,3,True,0.0,7612
15,5,False,0.078125,32193
15,5,False,0.0,11877
15,5,False,0.109375,40840
15,6,False,0.109375,48497
15,6,False,0.0625,14474
15,4,False,0.03125,9461
15,5,False,0.0625,44572
15,5,False,0.109375,42908
15,4,False,0.0,13525
15,6,False,1.875,166588
